,job_title,salary_usd,experience_level,employment_type,company_location,company_size,required_skills,education_required,years_experience,industry,company_name,post_date,year,remote_category
5023,Machine Learning Researcher,87851,EN,FT,Netherlands,L,"Kubernetes, Hadoop, SQL, AWS",Bachelor,1,Manufacturing,Advanced Robotics,2024-02-25,2024,On-Site
5024,AI Product Manager,63265,MI,FT,India,L,"Scala, Git, R",Associate,4,Finance,Machine Intelligence Group,2024-05-28,2024,Remote
5025,Robotics Engineer,73159,MI,FL,Finland,M,"Java, Kubernetes, Tableau, NLP",Master,3,Healthcare,DeepTech Ventures,2024-04-21,2024,On-Site
5026,Computer Vision Engineer,85360,SE,FT,Finland,L,"NLP, GCP, Python, SQL, Spark",Master,7,Telecommunications,Autonomous Tech,2024-07-28,2024,Remote
5027,Robotics Engineer,100714,SE,CT,Austria,M,"Azure, Python, Statistics",Master,8,Government,Neural Networks Co,2024-07-08,2024,On-Site
5028,Machine Learning Engineer,183897,EX,PT,Austria,L,"Kubernetes, GCP, Deep Learning",Bachelor,16,Education,DataVision Ltd,2024-12-21,2024,Remote
5029,AI Consultant,73256,SE,CT,Ireland,S,"Java, Tableau, R, Deep Learning",PhD,5,Real Estate,Cognitive Computing,2024-09-16,2024,Hybrid
5030,Head of AI,211282,EX,FT,Canada,M,"MLOps, Tableau, R",Master,14,Finance,TechCorp Inc,2024-04-18,2024,Remote
5031,Autonomous Systems Engineer,88417,EN,FT,Sweden,L,"Python, Tableau, Deep Learning, Java, GCP",Associate,1,Government,Predictive Systems,2024-03-11,2024,Hybrid
5032,AI Software Engineer,188736,EX,PT,Germany,L,"TensorFlow, Python, Docker, Mathematics",Associate,13,Media,Advanced Robotics,2024-03-01,2024,On-Site
5033,Computer Vision Engineer,75639,EN,FT,France,M,"Data Visualization, AWS, Kubernetes, Deep Learning",Bachelor,1,Finance,Smart Analytics,2024-07-29,2024,Remote
5034,Computer Vision Engineer,163410,MI,FL,Norway,L,"Git, TensorFlow, Spark",Master,2,Retail,Advanced Robotics,2024-08-27,2024,On-Site
5035,ML Ops Engineer,51802,EN,CT,India,M,"TensorFlow, Git, Scala, Hadoop, R",Associate,0,Automotive,TechCorp Inc,2024-11-20,2024,Remote
5036,Deep Learning Engineer,55007,EN,CT,Israel,M,"GCP, Scala, PyTorch",Bachelor,1,Telecommunications,AI Innovations,2024-12-14,2024,On-Site
5037,Deep Learning Engineer,87753,MI,PT,South Korea,L,"Spark, Git, Mathematics",Associate,2,Healthcare,Advanced Robotics,2024-08-07,2024,On-Site
5038,Machine Learning Researcher,65270,EN,CT,Israel,L,"GCP, Azure, Kubernetes, Python, Linux",Master,1,Automotive,Advanced Robotics,2024-02-28,2024,Remote
5039,AI Research Scientist,179668,SE,CT,Norway,M,"Computer Vision, NLP, Mathematics",Master,5,Real Estate,Quantum Computing Inc,2025-01-25,2025,Remote
5040,Head of AI,59397,EN,FT,Austria,L,"Scala, Spark, NLP, Java, SQL",Bachelor,0,Transportation,DeepTech Ventures,2024-12-06,2024,Hybrid
5041,Autonomous Systems Engineer,80369,MI,CT,South Korea,L,"Python, Hadoop, TensorFlow, Docker, Git",PhD,3,Transportation,DataVision Ltd,2024-05-15,2024,Remote
5042,Head of AI,73328,EN,FT,Germany,L,"Python, MLOps, Kubernetes, Git, PyTorch",Associate,0,Technology,Cognitive Computing,2025-04-05,2025,Remote
5043,Deep Learning Engineer,80349,EN,FT,Australia,L,"R, Azure, Statistics, Python, GCP",Associate,1,Real Estate,Cognitive Computing,2024-08-25,2024,On-Site
5044,AI Software Engineer,98948,EN,FL,Norway,L,"Scala, PyTorch, Statistics, Deep Learning",Bachelor,0,Healthcare,TechCorp Inc,2025-01-17,2025,Hybrid
5045,Machine Learning Researcher,112840,SE,FL,Austria,L,"Kubernetes, Git, MLOps, Deep Learning",Master,8,Finance,Quantum Computing Inc,2025-04-06,2025,On-Site
5046,Data Analyst,106633,MI,PT,United States,M,"Kubernetes, MLOps, Git",PhD,4,Gaming,Predictive Systems,2024-04-20,2024,Remote
5047,Data Scientist,91240,SE,FT,Austria,L,"Docker, Java, AWS",Associate,8,Education,Future Systems,2024-07-03,2024,On-Site
5048,AI Specialist,103282,MI,CT,United Kingdom,M,"TensorFlow, Kubernetes, Tableau",Bachelor,2,Telecommunications,Cognitive Computing,2024-06-29,2024,Remote
5049,Data Scientist,43596,EN,CT,Finland,S,"Docker, Tableau, Kubernetes",PhD,1,Education,Future Systems,2024-12-16,2024,Hybrid
5050,NLP Engineer,113988,SE,CT,Israel,L,"Linux, PyTorch, Deep Learning",Bachelor,8,Manufacturing,Future Systems,2024-09-18,2024,Remote
5051,Autonomous Systems Engineer,163552,SE,FL,Singapore,L,"PyTorch, Computer Vision, Tableau, Deep Learning, Kubernetes",Bachelor,8,Government,Neural Networks Co,2024-04-29,2024,Remote
5052,Autonomous Systems Engineer,53083,EN,FT,Austria,L,"GCP, Hadoop, Statistics",Master,1,Retail,TechCorp Inc,2024-03-30,2024,Hybrid
5053,Autonomous Systems Engineer,66010,SE,FL,Finland,S,"NLP, AWS, Computer Vision, Python, Data Visualization",Associate,6,Finance,Cognitive Computing,2024-12-10,2024,On-Site
5054,Machine Learning Researcher,62983,MI,PT,India,S,"Hadoop, Java, MLOps, NLP",Bachelor,4,Transportation,Quantum Computing Inc,2025-04-05,2025,Hybrid
5055,Autonomous Systems Engineer,333965,EX,PT,Norway,L,"Scala, Kubernetes, MLOps",Bachelor,16,Manufacturing,TechCorp Inc,2024-03-20,2024,Hybrid
5056,AI Research Scientist,66011,EN,FT,Canada,S,"GCP, Docker, NLP, R",Master,0,Consulting,Algorithmic Solutions,2024-09-07,2024,Remote
5057,Principal Data Scientist,78206,EN,PT,France,L,"GCP, Scala, Python",Master,0,Finance,Autonomous Tech,2024-10-02,2024,On-Site
5058,Head of AI,70992,EN,FT,Denmark,M,"R, Docker, Data Visualization, Git",Associate,0,Telecommunications,Machine Intelligence Group,2024-06-04,2024,Remote
5059,Machine Learning Engineer,74401,SE,FL,India,M,"Git, Python, Deep Learning",Bachelor,8,Consulting,Future Systems,2025-02-19,2025,Hybrid
5060,ML Ops Engineer,141594,EX,FL,Finland,L,"Python, Scala, Azure",Bachelor,13,Energy,Smart Analytics,2025-02-14,2025,On-Site
5061,Autonomous Systems Engineer,60086,EN,CT,Sweden,L,"Tableau, Docker, Deep Learning, SQL",Bachelor,1,Finance,Future Systems,2025-01-11,2025,Remote
5062,Deep Learning Engineer,91135,EN,PT,Denmark,S,"Linux, Python, Statistics",Bachelor,1,Healthcare,Algorithmic Solutions,2025-01-19,2025,Hybrid
5063,Data Analyst,66941,EN,FT,United States,M,"Kubernetes, Hadoop, R",Bachelor,1,Automotive,Digital Transformation LLC,2024-09-09,2024,On-Site
5064,AI Specialist,196688,EX,PT,Sweden,L,"Git, Java, Computer Vision, GCP",Bachelor,13,Real Estate,Advanced Robotics,2025-04-02,2025,On-Site
5065,AI Research Scientist,44462,EN,FL,Finland,M,"Hadoop, Docker, Mathematics, Computer Vision, SQL",Bachelor,1,Gaming,Quantum Computing Inc,2024-04-01,2024,On-Site
5066,Data Scientist,181979,EX,CT,Australia,M,"Mathematics, Azure, SQL, Hadoop",Associate,17,Consulting,Quantum Computing Inc,2024-04-18,2024,On-Site
5067,AI Software Engineer,127730,SE,PT,Denmark,S,"Computer Vision, Kubernetes, SQL, Statistics, Hadoop",Master,7,Consulting,Autonomous Tech,2024-03-20,2024,Remote
5068,Machine Learning Researcher,52943,EN,FL,Japan,M,"Linux, Scala, Data Visualization",Associate,0,Manufacturing,Neural Networks Co,2024-08-30,2024,On-Site
5069,AI Product Manager,73980,SE,PT,Ireland,M,"Git, AWS, SQL",PhD,5,Telecommunications,Advanced Robotics,2024-03-22,2024,Remote
5070,Deep Learning Engineer,124242,MI,PT,Switzerland,M,"Tableau, R, Git, Data Visualization",Master,3,Consulting,Cognitive Computing,2024-04-30,2024,Hybrid
5071,Data Scientist,105429,EX,PT,Finland,M,"Scala, Java, R",Bachelor,13,Technology,Predictive Systems,2024-07-09,2024,Hybrid
5072,Machine Learning Engineer,88279,MI,CT,Israel,L,"Docker, SQL, Computer Vision, NLP, MLOps",Associate,2,Energy,Autonomous Tech,2024-04-01,2024,Hybrid
5073,Machine Learning Researcher,166828,EX,FT,Denmark,S,"AWS, Tableau, Kubernetes",Bachelor,15,Technology,Smart Analytics,2024-03-17,2024,Remote
5074,Head of AI,234880,SE,FL,Switzerland,L,"PyTorch, AWS, Kubernetes, TensorFlow, Data Visualization",Associate,6,Transportation,TechCorp Inc,2024-03-28,2024,Hybrid
5075,Machine Learning Researcher,74577,SE,CT,South Korea,M,"MLOps, Scala, Python, SQL",PhD,8,Education,Quantum Computing Inc,2024-03-18,2024,Remote
5076,Deep Learning Engineer,53691,EN,PT,Germany,S,"Statistics, Computer Vision, Docker",Master,0,Healthcare,Autonomous Tech,2024-11-08,2024,Hybrid
5077,Research Scientist,139100,EX,FT,Austria,L,"SQL, Spark, GCP, Data Visualization, AWS",Bachelor,12,Manufacturing,Cloud AI Solutions,2025-01-18,2025,Hybrid
5078,ML Ops Engineer,102383,MI,CT,Netherlands,L,"Hadoop, SQL, PyTorch, Data Visualization",Master,4,Education,Cloud AI Solutions,2024-07-30,2024,Hybrid
5079,Robotics Engineer,99560,SE,FL,Israel,L,"Hadoop, Statistics, MLOps",PhD,6,Manufacturing,Cloud AI Solutions,2024-06-26,2024,On-Site
5080,Autonomous Systems Engineer,112684,SE,FT,Finland,L,"Mathematics, Spark, Git, SQL, TensorFlow",Associate,9,Consulting,DeepTech Ventures,2024-06-16,2024,On-Site
5081,Machine Learning Engineer,56830,MI,PT,Ireland,M,"Hadoop, Mathematics, Tableau",Master,3,Manufacturing,Machine Intelligence Group,2025-03-06,2025,Hybrid
5082,NLP Engineer,87292,EN,PT,Singapore,L,"Tableau, Git, Kubernetes",Master,1,Healthcare,AI Innovations,2024-06-30,2024,Hybrid
5083,Data Engineer,126687,SE,CT,Canada,L,"Scala, PyTorch, GCP",Bachelor,6,Transportation,Digital Transformation LLC,2024-02-26,2024,Remote
5084,ML Ops Engineer,92064,EX,CT,Austria,S,"Java, MLOps, R, SQL, AWS",PhD,19,Automotive,Cloud AI Solutions,2024-10-07,2024,Remote
5085,Data Scientist,82157,SE,PT,Finland,S,"Computer Vision, Scala, Hadoop, R, Mathematics",Master,7,Finance,Algorithmic Solutions,2024-08-19,2024,Hybrid
5086,NLP Engineer,109878,MI,CT,United Kingdom,M,"Java, Data Visualization, Tableau, NLP, Statistics",Master,3,Media,Smart Analytics,2024-06-10,2024,Remote
5087,Machine Learning Engineer,129529,MI,FT,Singapore,L,"MLOps, Python, Spark, Azure",PhD,4,Media,Algorithmic Solutions,2024-02-22,2024,On-Site
5088,AI Architect,135093,SE,CT,Australia,M,"Linux, Git, Statistics, Scala",Associate,6,Government,Cognitive Computing,2025-01-12,2025,Remote
5089,Computer Vision Engineer,108810,MI,CT,Sweden,L,"Java, Spark, R",PhD,2,Transportation,TechCorp Inc,2024-10-17,2024,On-Site
5090,Principal Data Scientist,122159,MI,CT,Switzerland,S,"Statistics, Hadoop, Spark, R",Bachelor,4,Telecommunications,DataVision Ltd,2024-01-20,2024,Hybrid
5091,Research Scientist,82530,EN,PT,France,L,"Mathematics, Python, Scala",PhD,0,Real Estate,Predictive Systems,2024-02-17,2024,Remote
5092,Autonomous Systems Engineer,70959,EN,FL,Sweden,S,"Data Visualization, Hadoop, GCP, TensorFlow, R",PhD,1,Transportation,Cognitive Computing,2025-02-06,2025,Hybrid
5093,Data Analyst,62471,EN,FT,Sweden,L,"Mathematics, Git, Spark",PhD,0,Gaming,Smart Analytics,2024-02-24,2024,Remote
5094,Head of AI,288318,EX,CT,United States,M,"TensorFlow, SQL, NLP, Python, Scala",Bachelor,18,Gaming,Neural Networks Co,2024-05-25,2024,Hybrid
5095,Data Engineer,59797,MI,FL,India,M,"Kubernetes, Statistics, Scala, GCP, Computer Vision",Associate,4,Government,Cognitive Computing,2025-01-08,2025,On-Site
5096,Machine Learning Engineer,70791,EN,PT,Sweden,M,"Scala, Kubernetes, MLOps, Python, Azure",Master,1,Media,Advanced Robotics,2024-07-09,2024,Remote
5097,AI Research Scientist,98606,MI,PT,Australia,L,"AWS, Git, Deep Learning",Bachelor,2,Retail,Digital Transformation LLC,2024-12-23,2024,Hybrid
5098,Machine Learning Engineer,140375,SE,PT,United Kingdom,S,"Python, TensorFlow, Docker",Associate,7,Automotive,Autonomous Tech,2024-06-21,2024,Hybrid
5099,Autonomous Systems Engineer,161632,SE,FL,United States,M,"Mathematics, Tableau, Hadoop",Bachelor,6,Automotive,Cloud AI Solutions,2024-01-31,2024,Hybrid
5100,Deep Learning Engineer,71415,MI,PT,Israel,L,"Linux, PyTorch, NLP",Bachelor,2,Healthcare,Digital Transformation LLC,2024-12-07,2024,On-Site
5101,AI Specialist,94600,MI,FL,Germany,M,"Git, GCP, PyTorch, Kubernetes, Statistics",PhD,3,Gaming,Digital Transformation LLC,2024-05-02,2024,Hybrid
5102,Robotics Engineer,211100,EX,CT,France,L,"Tableau, Python, PyTorch, Hadoop",Bachelor,19,Energy,Machine Intelligence Group,2024-11-18,2024,Remote
5103,Autonomous Systems Engineer,205127,EX,PT,Australia,M,"Azure, Scala, Java, Data Visualization, SQL",Bachelor,11,Manufacturing,DeepTech Ventures,2024-04-07,2024,Remote
5104,Data Engineer,124633,SE,PT,Singapore,S,"PyTorch, GCP, Git, R",Master,7,Automotive,Cognitive Computing,2024-01-08,2024,Remote
5105,AI Specialist,56219,MI,CT,Austria,M,"R, Deep Learning, NLP",Master,2,Media,TechCorp Inc,2025-02-28,2025,Remote
5106,Head of AI,195002,EX,FL,Singapore,M,"Spark, Hadoop, Git, MLOps, GCP",PhD,15,Technology,Machine Intelligence Group,2025-04-28,2025,Hybrid
5107,Robotics Engineer,53082,EN,FT,Finland,L,"Hadoop, NLP, Git, Tableau, Docker",Bachelor,1,Government,DeepTech Ventures,2025-02-16,2025,Remote
5108,Machine Learning Engineer,90891,SE,CT,South Korea,S,"TensorFlow, Python, Spark, Mathematics, GCP",Bachelor,6,Government,DataVision Ltd,2024-12-18,2024,Remote
5109,AI Specialist,77267,MI,FL,Canada,S,"SQL, Statistics, Mathematics, PyTorch, GCP",Associate,4,Gaming,DeepTech Ventures,2024-08-31,2024,Hybrid
5110,AI Consultant,103347,EN,FL,Norway,L,"TensorFlow, R, Statistics, Hadoop, Spark",Associate,0,Gaming,Neural Networks Co,2025-01-03,2025,Remote
5111,Data Analyst,110448,MI,FL,United States,S,"Kubernetes, SQL, Hadoop, MLOps",Bachelor,3,Energy,AI Innovations,2024-04-03,2024,Hybrid
5112,Data Analyst,92265,MI,CT,United Kingdom,L,"SQL, Statistics, PyTorch, Mathematics, Java",Associate,4,Telecommunications,Machine Intelligence Group,2024-04-08,2024,On-Site
5113,AI Specialist,48077,EN,FT,China,L,"Spark, Mathematics, Kubernetes, Linux, PyTorch",Master,1,Transportation,Smart Analytics,2024-07-11,2024,Remote
5114,Data Engineer,108212,MI,CT,Germany,L,"Hadoop, Git, Data Visualization, Java, Kubernetes",Associate,4,Gaming,AI Innovations,2024-03-19,2024,Hybrid
5115,Robotics Engineer,98025,EN,PT,Denmark,L,"NLP, PyTorch, Docker",Master,0,Transportation,Advanced Robotics,2024-12-24,2024,Hybrid
5116,Computer Vision Engineer,92281,MI,FL,Netherlands,L,"Scala, SQL, Java, Git, Azure",Master,4,Government,AI Innovations,2024-03-04,2024,On-Site
5117,Robotics Engineer,90425,MI,FT,United States,S,"Computer Vision, AWS, Spark, Azure",Master,2,Technology,Predictive Systems,2024-09-09,2024,Hybrid
5118,Autonomous Systems Engineer,145027,EX,FT,Israel,S,"R, Azure, Hadoop, Java",Associate,18,Transportation,Advanced Robotics,2024-10-08,2024,On-Site
5119,Machine Learning Researcher,90298,EN,FT,Norway,M,"Linux, Java, Data Visualization, GCP",Master,0,Government,Machine Intelligence Group,2025-02-20,2025,On-Site
5120,AI Research Scientist,69679,EN,PT,United States,M,"Hadoop, Azure, GCP, Scala, Statistics",Associate,1,Energy,Machine Intelligence Group,2024-03-29,2024,On-Site
5121,Data Scientist,112178,EX,CT,Japan,M,"Data Visualization, Deep Learning, Computer Vision, Hadoop",Master,17,Technology,AI Innovations,2024-08-22,2024,Remote
5122,Computer Vision Engineer,136886,SE,CT,Australia,S,"TensorFlow, Azure, Tableau",PhD,7,Technology,Algorithmic Solutions,2024-08-04,2024,Hybrid
5123,Research Scientist,249294,EX,FL,Germany,M,"Spark, Scala, Tableau",Bachelor,14,Healthcare,Digital Transformation LLC,2024-05-12,2024,Remote
5124,Research Scientist,176189,SE,CT,United States,M,"Git, NLP, Kubernetes, SQL, PyTorch",Master,6,Energy,Advanced Robotics,2025-03-20,2025,Hybrid
5125,Computer Vision Engineer,138678,MI,PT,Switzerland,L,"Data Visualization, GCP, Linux",Associate,4,Telecommunications,Quantum Computing Inc,2024-08-07,2024,On-Site
5126,Deep Learning Engineer,152664,EX,FT,Finland,L,"AWS, TensorFlow, Tableau, Statistics, Hadoop",Bachelor,18,Government,Digital Transformation LLC,2025-01-17,2025,On-Site
5127,Principal Data Scientist,96458,MI,CT,Netherlands,M,"Mathematics, NLP, Tableau, R, Computer Vision",Master,3,Finance,TechCorp Inc,2024-06-06,2024,Remote
5128,AI Architect,52220,MI,PT,South Korea,M,"Deep Learning, Docker, Statistics, Scala",PhD,4,Healthcare,Smart Analytics,2024-06-06,2024,On-Site
5129,Research Scientist,76318,MI,FT,France,M,"AWS, Git, Tableau, SQL, PyTorch",Associate,4,Retail,Algorithmic Solutions,2024-12-10,2024,On-Site
5130,AI Specialist,42452,EN,FL,India,M,"Docker, AWS, Azure, PyTorch, Linux",PhD,1,Automotive,Machine Intelligence Group,2025-03-16,2025,On-Site
5131,AI Product Manager,63023,MI,FL,Finland,M,"Statistics, Python, Spark, Computer Vision",PhD,4,Energy,Quantum Computing Inc,2024-12-26,2024,Hybrid
5132,Machine Learning Engineer,110680,MI,FT,United Kingdom,L,"Spark, Hadoop, PyTorch",Associate,3,Government,DeepTech Ventures,2024-12-24,2024,Remote
5133,Data Analyst,100844,SE,FT,Japan,L,"Kubernetes, PyTorch, Python",PhD,6,Energy,Quantum Computing Inc,2024-08-20,2024,On-Site
5134,Data Scientist,106118,MI,FL,Australia,M,"Java, R, Tableau, Data Visualization, Deep Learning",Master,3,Telecommunications,Cognitive Computing,2024-07-21,2024,Remote
5135,NLP Engineer,172592,EX,PT,Austria,M,"Computer Vision, TensorFlow, Deep Learning",Bachelor,12,Retail,DataVision Ltd,2025-01-13,2025,Remote
5136,NLP Engineer,90491,SE,FL,Ireland,M,"Kubernetes, MLOps, NLP, TensorFlow, Git",PhD,5,Manufacturing,TechCorp Inc,2024-07-21,2024,Remote
5137,Head of AI,258989,EX,FT,United States,S,"Git, Python, Tableau",Bachelor,16,Gaming,Smart Analytics,2024-04-12,2024,On-Site
5138,AI Architect,85264,MI,FT,Canada,L,"Statistics, R, Python, Linux",Master,2,Automotive,Smart Analytics,2024-04-25,2024,On-Site
5139,NLP Engineer,39991,EN,FL,Ireland,M,"Python, Data Visualization, Scala",Master,0,Consulting,Algorithmic Solutions,2024-05-15,2024,Remote
5140,AI Architect,281427,EX,FT,Netherlands,L,"Mathematics, MLOps, AWS, SQL",Bachelor,19,Retail,Future Systems,2024-12-18,2024,On-Site
5141,Data Scientist,59958,EN,FL,Netherlands,S,"Mathematics, Linux, Python, TensorFlow",Bachelor,1,Manufacturing,Digital Transformation LLC,2024-05-13,2024,On-Site
5142,AI Product Manager,57284,MI,FT,Austria,S,"Spark, SQL, Java",Bachelor,2,Real Estate,TechCorp Inc,2024-01-18,2024,Hybrid
5143,Autonomous Systems Engineer,91631,EN,CT,Denmark,S,"PyTorch, MLOps, Kubernetes, Statistics, TensorFlow",Master,1,Energy,Cloud AI Solutions,2024-10-23,2024,Hybrid
5144,ML Ops Engineer,152130,SE,CT,Netherlands,L,"Python, Java, Scala",Master,6,Education,DataVision Ltd,2025-03-19,2025,On-Site
5145,Principal Data Scientist,111678,SE,CT,Singapore,M,"TensorFlow, AWS, GCP, Spark, Deep Learning",Bachelor,9,Retail,Algorithmic Solutions,2025-04-28,2025,On-Site
5146,AI Software Engineer,83861,SE,FT,Japan,M,"SQL, Kubernetes, TensorFlow, Java",PhD,8,Technology,Digital Transformation LLC,2024-05-08,2024,Remote
5147,ML Ops Engineer,165378,EX,FT,Australia,S,"Data Visualization, Docker, Kubernetes, Hadoop, Linux",PhD,13,Transportation,Advanced Robotics,2024-04-05,2024,Remote
5148,AI Product Manager,225951,EX,FL,Netherlands,S,"NLP, Tableau, Azure, TensorFlow, Data Visualization",Bachelor,11,Finance,TechCorp Inc,2024-01-14,2024,On-Site
5149,AI Specialist,78878,EN,FL,Germany,M,"MLOps, PyTorch, Kubernetes, Git, Tableau",Master,0,Retail,Cloud AI Solutions,2024-04-20,2024,Remote
5150,Machine Learning Engineer,246672,EX,FT,Switzerland,L,"SQL, Java, Tableau, Git",Bachelor,18,Media,Digital Transformation LLC,2024-04-21,2024,Hybrid
5151,Principal Data Scientist,109210,EN,CT,Denmark,L,"Python, R, Data Visualization, Deep Learning",Master,0,Transportation,TechCorp Inc,2024-04-08,2024,Hybrid
5152,AI Research Scientist,139872,SE,FT,United States,L,"Linux, Python, Data Visualization, Scala",Associate,6,Automotive,Neural Networks Co,2024-05-25,2024,Remote
5153,ML Ops Engineer,284008,EX,FL,Switzerland,L,"Git, GCP, Scala",PhD,11,Technology,Autonomous Tech,2024-04-29,2024,Remote
5154,Research Scientist,55096,MI,FT,India,M,"NLP, Azure, Hadoop, Spark, Data Visualization",PhD,4,Gaming,Predictive Systems,2024-12-20,2024,Hybrid
5155,Machine Learning Engineer,148187,EX,FL,Japan,M,"Azure, Java, TensorFlow",Master,14,Media,Future Systems,2024-03-24,2024,Hybrid
5156,AI Architect,42268,EN,FT,Finland,S,"MLOps, Computer Vision, Tableau",Associate,1,Energy,Cloud AI Solutions,2024-02-07,2024,Hybrid
5157,Research Scientist,104199,EX,CT,India,M,"Git, PyTorch, Statistics",Associate,13,Real Estate,Algorithmic Solutions,2024-11-23,2024,Remote
5158,Research Scientist,172869,SE,CT,Netherlands,L,"Data Visualization, GCP, Python, TensorFlow, Java",Master,6,Energy,Smart Analytics,2024-06-14,2024,Remote
5159,Robotics Engineer,72127,SE,CT,China,S,"Azure, Python, Docker, SQL",Bachelor,9,Retail,Algorithmic Solutions,2024-04-08,2024,On-Site
5160,Data Analyst,36523,EN,FT,India,M,"PyTorch, Data Visualization, SQL, MLOps",Associate,0,Technology,Neural Networks Co,2024-06-04,2024,On-Site
5161,Research Scientist,104227,MI,FT,Switzerland,M,"NLP, TensorFlow, Kubernetes, R",Master,2,Media,Advanced Robotics,2024-08-28,2024,Remote
5162,Machine Learning Researcher,135936,SE,PT,Norway,S,"Kubernetes, SQL, NLP, Computer Vision, Docker",Master,9,Consulting,DeepTech Ventures,2025-01-25,2025,Remote
